Sample ID	Sample name	Site subtype 1	Site subtype 2	Site subtype 3	Primary histology	Histology subtype 1	Histology subtype 2	Histology subtype 3
Sample_28	SJG-033	mouth	tongue	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_29	SJG-006	mouth	alveolus	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_30	SJG-018	mouth	tongue	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_31	SJG-017	mouth	tongue	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_32	SJG-013	mouth	alveolus	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_33	OSCC-GB_00410111	mouth	NS	NS	carcinoma	NS	NS	NS
Sample_34	8	mouth	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_35	OSCC-GB_00070111	mouth	NS	NS	carcinoma	NS	NS	NS
Sample_36	3	mouth	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_37	SJG-008	mouth	alveolus	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_38	HN_62854	mouth	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_39	NOKSI	head_neck	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_40	4	mouth	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_41	OSCC-GB_01060111	mouth	NS	NS	carcinoma	NS	NS	NS
Sample_42	5	mouth	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_43	2T	mouth	gingiva	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_44	17	mouth	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_45	WSU-HN8	head_neck	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_46	WSU-HN6	head_neck	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_47	UM-SCC-17B	head_neck	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_48	WSU-HN30	head_neck	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_49	UM-SCC-47	head_neck	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_50	UM-SCC-4	head_neck	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_51	WSU-HN12	head_neck	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_52	UM-SCC-11B	head_neck	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_53	SJG-003	mouth	alveolus	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_54	SCC-25	head_neck	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_55	UPCI:SCC090	head_neck	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_56								
Sample_57	Detroit_562	head_neck	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_58	SCC-9	head_neck	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_59	CAL27	head_neck	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_60	BHY	head_neck	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_61	WSU-HN13	head_neck	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_62	CAL33	head_neck	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_63	NPC15F	pharynx	nasopharynx	NS	carcinoma	nasopharyngeal_carcinoma	NS	NS
Sample_64	UM-SCC-2	head_neck	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_65	BICR_22	head_neck	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS
Sample_66	OSCC-GB_00020111	mouth	NS	NS	carcinoma	NS	NS	NS
